airline_sentiment,negativereason,airline,name
negative,Flight Booking Problems,Delta,mattjay_son
positive,,Delta,sbgblee
negative,Flight Booking Problems,Delta,_TheRobynShow
negative,Flight Attendant Complaints,Delta,NY_US
positive,,Delta,lyteforce
neutral,,Delta,lyteforce
neutral,,Delta,slevine17
negative,Flight Attendant Complaints,Delta,NY_US
positive,,Delta,AnthonysEdits
neutral,,Delta,slevine17
negative,Late Flight,Delta,BrianKal
positive,,Delta,305Josec
negative,Customer Service Issue,Delta,evelynsarah
negative,Bad Flight,Delta,GinaMPassantino
negative,Bad Flight,Delta,GinaMPassantino
negative,Can't Tell,Delta,GinaMPassantino
positive,,Delta,alexnazaryan
positive,,Delta,smsuconn
neutral,,Delta,smsuconn
positive,,Delta,hipch1ck
negative,Late Flight,Delta,smsuconn
positive,,Delta,leahmg2
negative,Late Flight,Delta,smsuconn
positive,,Delta,kzone7
positive,,Delta,KatieLeonick
neutral,,Delta,TomFecteau
positive,,Delta,kzone7
negative,Flight Booking Problems,Delta,KatieLeonick
negative,Cancelled Flight,Delta,ZKatcher
neutral,,Delta,kzone7
negative,Can't Tell,Delta,ZKatcher
negative,Flight Booking Problems,Delta,Old_bauer
negative,Flight Booking Problems,Delta,HisBoots
negative,Cancelled Flight,Delta,Old_bauer
negative,Bad Flight,Delta,Tostie
neutral,,Delta,kzone7
negative,Customer Service Issue,Delta,Old_bauer
negative,Flight Booking Problems,Delta,wclsc59
negative,Cancelled Flight,Delta,Old_bauer
negative,Can't Tell,Delta,ZKatcher
positive,,Delta,MJayRosenberg
positive,,Delta,EricaRhone
negative,Flight Attendant Complaints,Delta,eatplaylove1
negative,Late Flight,Delta,MikeH1123
negative,Cancelled Flight,Delta,Old_bauer
negative,Cancelled Flight,Delta,Old_bauer
negative,Cancelled Flight,Delta,Old_bauer
negative,Customer Service Issue,Delta,ZKatcher
negative,Flight Attendant Complaints,Delta,Schnitz85
negative,Can't Tell,Delta,LisaTweetsa
negative,Cancelled Flight,Delta,Old_bauer
positive,,Delta,HenRoc_
negative,Customer Service Issue,Delta,LisaTweetsa
negative,Customer Service Issue,Delta,LisaTweetsa
negative,Customer Service Issue,Delta,Old_bauer
negative,Cancelled Flight,Delta,Old_bauer
negative,Customer Service Issue,Delta,ZKatcher
negative,Customer Service Issue,Delta,Old_bauer
negative,Late Flight,Delta,ZKatcher
negative,Flight Booking Problems,Delta,Old_bauer
positive,,Delta,AliBessette
positive,,Delta,amybruni
positive,,Delta,Kamari102
negative,Customer Service Issue,Delta,ZKatcher
positive,,Delta,AliBessette
negative,Cancelled Flight,Delta,ZKatcher
negative,Flight Attendant Complaints,Delta,yippersNY
positive,,Delta,Kamari102
positive,,Delta,margarrati
positive,,Delta,AliBessette
negative,Customer Service Issue,Delta,yippersNY
positive,,Delta,DMakesCakes
negative,Can't Tell,Delta,AliBessette
negative,Customer Service Issue,Delta,yippersNY
positive,,Delta,DMakesCakes
negative,Customer Service Issue,Delta,alanbestnyc
neutral,,Delta,GerryBorrego
negative,Late Flight,Delta,kbosspotter
positive,,Delta,GraceLavigne
neutral,,Delta,klorbe
positive,,Delta,AirlineAdviser
negative,Can't Tell,Delta,freeportblue76
neutral,,Delta,sherryvolpic
negative,Customer Service Issue,Delta,akhanIO
negative,Customer Service Issue,Delta,KatLaur12
positive,,Delta,sbgblee
negative,Flight Booking Problems,Delta,akhanIO
neutral,,Delta,beccimiller
positive,,Delta,MaybeTonight
neutral,,Delta,KatLaur12
negative,Can't Tell,Delta,lbyav
neutral,,Delta,juntocaustic
negative,Bad Flight,Delta,Lane_
positive,,Delta,alikim22
neutral,,Delta,alikim22
negative,Customer Service Issue,Delta,juntocaustic
neutral,,Delta,JetBlueNews
positive,,Delta,s_tpplsay2fa
positive,,Delta,philpete
negative,Can't Tell,Delta,JetBlueNews
positive,,Delta,JetBlueNews
neutral,,Delta,JetBlueNews
neutral,,Delta,JetBlueNews
positive,,Delta,ft_tyman
neutral,,Delta,ft_tyman
neutral,,Delta,aclaessen
positive,,Delta,NickTypesWords
negative,Flight Attendant Complaints,Delta,heyheyman
positive,,Delta,RachelLCoppola
negative,Bad Flight,Delta,TJBlazer
negative,Customer Service Issue,Delta,heyheyman
negative,Customer Service Issue,Delta,heyheyman
positive,,Delta,NickTypesWords
negative,Lost Luggage,Delta,heyheyman
positive,,Delta,MissPeache
negative,Flight Attendant Complaints,Delta,MissPeache
positive,,Delta,carleycalla
negative,Late Flight,Delta,zbarry1015
neutral,,Delta,CathleenBystrak
negative,Customer Service Issue,Delta,JustRhinoceros
neutral,,Delta,xcuteafi
positive,,Delta,xcuteafi
neutral,,Delta,xcuteafi
neutral,,Delta,xcuteafi
negative,Late Flight,Delta,Tostie
negative,Can't Tell,Delta,bradingalls
negative,Flight Attendant Complaints,Delta,Tostie
positive,,Delta,itzryyo
negative,Bad Flight,Delta,Tostie
neutral,,Delta,KyleComer_
positive,,Delta,BellaBriscoe
negative,Late Flight,Delta,JustRhinoceros
negative,Late Flight,Delta,JustRhinoceros
positive,,Delta,amourEspinosa
positive,,Delta,CapeMcMoose
positive,,Delta,mvfilmfestival
neutral,,Delta,monia
negative,Late Flight,Delta,rabbilaufer
negative,Late Flight,Delta,rabbilaufer
negative,Damaged Luggage,Delta,edgarsantana
positive,,Delta,msitver
neutral,,Delta,msitver
neutral,,Delta,Bill_Faulk
neutral,,Delta,Bill_Faulk
negative,Late Flight,Delta,JunkyardFiegs
neutral,,Delta,nngoc92
negative,Late Flight,Delta,msitver
neutral,,Delta,JetBlueNews
positive,,Delta,RogerSaintange
positive,,Delta,RogerSaintange
neutral,,Delta,hill43
positive,,Delta,RogerSaintange
positive,,Delta,Bill_Faulk
negative,Customer Service Issue,Delta,Bill_Faulk
negative,Flight Booking Problems,Delta,Bill_Faulk
neutral,,Delta,mr_deals805
positive,,Delta,pir2h
positive,,Delta,NickTypesWords
neutral,,Delta,NickTypesWords
negative,Late Flight,Delta,pir2h
neutral,,Delta,RachelLCoppola
negative,Can't Tell,Delta,JunkyardFiegs
negative,Late Flight,Delta,pir2h
neutral,,Delta,jadidheart
negative,Can't Tell,Delta,Alealmrivas
neutral,,Delta,NewmanssOwn
positive,,Delta,JunkyardFiegs
neutral,,Delta,josiewarrior
negative,Late Flight,Delta,pir2h
negative,Can't Tell,Delta,BeautifulLifePD
negative,Late Flight,Delta,JunkyardFiegs
negative,Can't Tell,Delta,heyheyman
neutral,,Delta,luxtrvlwrks
negative,Lost Luggage,Delta,Ginzan77
negative,Bad Flight,Delta,heyheyman
neutral,,Delta,JunkyardFiegs
negative,Customer Service Issue,Delta,Ginzan77
negative,Lost Luggage,Delta,Ginzan77
neutral,,Delta,JunkyardFiegs
negative,Damaged Luggage,Delta,edgarsantana
neutral,,Delta,JetBlueNews
negative,Flight Attendant Complaints,Delta,BeautifulLifePD
negative,Late Flight,Delta,amirieb
positive,,Delta,GenuineJack
negative,Flight Booking Problems,Delta,GavinRamblesOn
neutral,,Delta,BeautifulLifePD
negative,Late Flight,Delta,JunkyardFiegs
neutral,,Delta,GenuineJack
negative,Can't Tell,Delta,BeautifulLifePD
negative,Customer Service Issue,Delta,GenuineJack
negative,Customer Service Issue,Delta,djh11375
positive,,Delta,TheTechRabbi
negative,Late Flight,Delta,JunkyardFiegs
neutral,,Delta,JetBlueNews
neutral,,Delta,copp461
neutral,,Delta,Bink_V
neutral,,Delta,LindseyKelk
neutral,,Delta,djh11375
neutral,,Delta,revooh2009
positive,,Delta,shypoke1
neutral,,Delta,shypoke1
negative,Damaged Luggage,Delta,edgarsantana
negative,Can't Tell,Delta,edgarsantana
positive,,Delta,selirodz
negative,Lost Luggage,Delta,edgarsantana
negative,Damaged Luggage,Delta,edgarsantana
neutral,,Delta,selirodz
positive,,Delta,TranmereStu
negative,Damaged Luggage,Delta,edgarsantana
neutral,,Delta,JetBlueNews
positive,,Delta,sdcissna
negative,Damaged Luggage,Delta,edgarsantana
neutral,,Delta,sdcissna
negative,Can't Tell,Delta,BernieCheersing
positive,,Delta,VTAlexandria
positive,,Delta,unverkate
negative,Can't Tell,Delta,mcontrerasnyc
positive,,Delta,nonprofitnicole
positive,,Delta,ft_tyman
neutral,,Delta,navyseal6
neutral,,Delta,4cast4you
positive,,Delta,MarissaBreton
positive,,Delta,HAbbott4
neutral,,Delta,JetBlueNews
negative,Late Flight,Delta,mcontrerasnyc
negative,Customer Service Issue,Delta,MarissaBreton
neutral,,Delta,kbosspotter
negative,Customer Service Issue,Delta,johnny_danks
neutral,,Delta,johnny_danks
neutral,,Delta,HAbbott4
neutral,,Delta,JetBlueNews
neutral,,Delta,KatieIlaria
neutral,,Delta,KatieIlaria
negative,Flight Booking Problems,Delta,kbosspotter
neutral,,Delta,kbosspotter
positive,,Delta,carloscrazyself
neutral,,Delta,kbosspotter
positive,,Delta,kbosspotter
neutral,,Delta,kbosspotter
negative,Lost Luggage,Delta,thisnamerocks2
positive,,Delta,NickTypesWords
negative,Flight Booking Problems,Delta,carloscrazyself
positive,,Delta,thedanband
negative,Can't Tell,Delta,thisnamerocks2
neutral,,Delta,thedanband
neutral,,Delta,thedanband
neutral,,Delta,NickTypesWords
positive,,Delta,NickTypesWords
neutral,,Delta,Lulabella83
positive,,Delta,NickTypesWords
neutral,,Delta,JetBlueNews
negative,Customer Service Issue,Delta,rolf_schomaker
neutral,,Delta,ToriThatMexican
negative,Flight Attendant Complaints,Delta,rolf_schomaker
negative,Customer Service Issue,Delta,TimSaviola
neutral,,Delta,CureFoodAllergy
negative,Flight Attendant Complaints,Delta,CureFoodAllergy
negative,Customer Service Issue,Delta,CureFoodAllergy
neutral,,Delta,Gailliag
neutral,,Delta,JetBlueNews
neutral,,Delta,TravelLeaders_
neutral,,Delta,Gailliag
neutral,,Delta,heyheyman
negative,Bad Flight,Delta,heyheyman
neutral,,Delta,JetBlueNews
neutral,,Delta,heyheyman
positive,,Delta,GnarlsGnarley
neutral,,Delta,MeganAurea
negative,Customer Service Issue,Delta,MeganAurea
negative,Late Flight,Delta,MeganAurea
negative,Customer Service Issue,Delta,MeganAurea
neutral,,Delta,MeganAurea
positive,,Delta,tktarzan
negative,Can't Tell,Delta,GnarlsGnarley
neutral,,Delta,j_beatz247
positive,,Delta,khealy8834
positive,,Delta,MaxwellAMooney
positive,,Delta,MaxwellAMooney
positive,,Delta,MaxwellAMooney
neutral,,Delta,j_beatz247
negative,Flight Attendant Complaints,Delta,j_beatz247
positive,,Delta,MaxwellAMooney
negative,Customer Service Issue,Delta,j_beatz247
neutral,,Delta,JetBlueNews
positive,,Delta,History_Dork
negative,Can't Tell,Delta,j_beatz247
negative,Damaged Luggage,Delta,LisaPal
negative,Customer Service Issue,Delta,LisaPal
negative,Customer Service Issue,Delta,LisaPal
neutral,,Delta,History_Dork
positive,,Delta,joshto
positive,,Delta,JetBlueNews
negative,Flight Attendant Complaints,Delta,joshto
negative,Can't Tell,Delta,eldridgechm
positive,,Delta,jpals32
neutral,,Delta,IrenePesoDoE
positive,,Delta,IrenePesoDoE
positive,,Delta,jpals32
negative,Flight Booking Problems,Delta,JCameronUSA
negative,Bad Flight,Delta,joshto
positive,,Delta,jos114
positive,,Delta,DJSundog
negative,Late Flight,Delta,janefbolin
negative,Bad Flight,Delta,JCameronUSA
positive,,Delta,janinenelson009
negative,Customer Service Issue,Delta,RoieSasson
negative,Flight Booking Problems,Delta,MerrickRealtor
neutral,,Delta,CFMcG
positive,,Delta,JDesca01
neutral,,Delta,0xjared
positive,,Delta,cristinaroe
positive,,Delta,History_Dork
positive,,Delta,SullyinVA
neutral,,Delta,JetBlueNews
positive,,Delta,jos114
positive,,Delta,cristinaroe
negative,Late Flight,Delta,duendecillita
neutral,,Delta,superhilarious
negative,Bad Flight,Delta,dweezie520
negative,Can't Tell,Delta,vincenzolandino
negative,Customer Service Issue,Delta,AlwaysTicosGirl
positive,,Delta,Rytroup
negative,Late Flight,Delta,PaulRivera88
positive,,Delta,phil0616
neutral,,Delta,JetBlueNews
negative,Customer Service Issue,Delta,duendecillita
negative,longlines,Delta,duendecillita
positive,,Delta,michaelpweaver
positive,,Delta,SweetLilYou
negative,Late Flight,Delta,duendecillita
negative,Late Flight,Delta,duendecillita
positive,,Delta,Paul_Conn
negative,Customer Service Issue,Delta,fatlifeguard
positive,,Delta,Paul_Conn
positive,,Delta,kessler
negative,Customer Service Issue,Delta,MerrickRealtor
positive,,Delta,MyPowerPose
positive,,Delta,noplasticshower
neutral,,Delta,BrianWalkerCHI
neutral,,Delta,MerrickRealtor
negative,Late Flight,Delta,dannygilbs
negative,Customer Service Issue,Delta,MerrickRealtor
positive,,Delta,ErinMBarlow
negative,Customer Service Issue,Delta,MerrickRealtor
positive,,Delta,ErinMBarlow
positive,,Delta,ErinMBarlow
positive,,Delta,KarlMiller
negative,Customer Service Issue,Delta,rjburnsva
negative,Can't Tell,Delta,bmose14
neutral,,Delta,philpete
neutral,,Delta,philpete
negative,Can't Tell,Delta,drwinston001
positive,,Delta,philpete
negative,Cancelled Flight,Delta,rjburnsva
negative,Can't Tell,Delta,rjburnsva
positive,,Delta,heyjdoan
negative,Late Flight,Delta,rjburnsva
negative,Customer Service Issue,Delta,MerrickRealtor
negative,Late Flight,Delta,rjburnsva
negative,Late Flight,Delta,rjburnsva
negative,Can't Tell,Delta,IsaacKarmel
neutral,,Delta,MerrickRealtor
positive,,Delta,KarlaBaerga
positive,,Delta,yosoyfelixx_
neutral,,Delta,JetBlueNews
neutral,,Delta,superstarpromo1
neutral,,Delta,JetBlueNews
neutral,,Delta,JetBlueNews
neutral,,Delta,JetBlueNews
neutral,,Delta,JetBlueNews
positive,,Delta,JJBarraza
neutral,,Delta,ToTravelToLive
negative,Lost Luggage,Delta,cessymeacham
neutral,,Delta,Under4R
negative,Can't Tell,Delta,komal102
negative,Customer Service Issue,Delta,komal102
negative,Late Flight,Delta,komal102
negative,Flight Attendant Complaints,Delta,komal102
negative,Cancelled Flight,Delta,komal102
positive,,Delta,fialho_monica
neutral,,Delta,JetBlueNews
positive,,Delta,thedonkeyshow
positive,,Delta,kimbetech
positive,,Delta,bekiweki
neutral,,Delta,bekiweki
positive,,Delta,lynn_with_an_A
neutral,,Delta,michaelhakimkan
neutral,,Delta,bekiweki
positive,,Delta,NYC_TAM
negative,Customer Service Issue,Delta,michaelhakimkan
negative,Damaged Luggage,Delta,michaelhakimkan
negative,Customer Service Issue,Delta,ChicDisheveled
negative,Late Flight,Delta,bekiweki
positive,,Delta,mypumpkinheads
neutral,,Delta,JetBlueNews
neutral,,Delta,mypumpkinheads
neutral,,Delta,SpiritED_Dixon
neutral,,Delta,mypumpkinheads
negative,Cancelled Flight,Delta,mypumpkinheads
positive,,Delta,fanmla1
negative,Late Flight,Delta,mypumpkinheads
positive,,Delta,Denaroche
negative,Can't Tell,Delta,BFontanilla
positive,,Delta,reidcappel
neutral,,Delta,JetBlueNews
negative,Late Flight,Delta,TranquillityIW
negative,Lost Luggage,Delta,Trufflebaby2
negative,Cancelled Flight,Delta,dannygilbs
positive,,Delta,odie488
negative,Late Flight,Delta,GraceLavigne
positive,,Delta,MoniqueRose18
neutral,,Delta,Trufflebaby2
positive,,Delta,cindylouwho821
neutral,,Delta,MoniqueRose18
positive,,Delta,Krocheima
negative,Lost Luggage,Delta,Trufflebaby2
neutral,,Delta,MoniqueRose18
negative,Lost Luggage,Delta,Trufflebaby2
negative,Lost Luggage,Delta,Trufflebaby2
neutral,,Delta,Trufflebaby2
negative,Flight Attendant Complaints,Delta,mellamommy
negative,Flight Booking Problems,Delta,mellamommy
negative,Can't Tell,Delta,Trufflebaby2
negative,Lost Luggage,Delta,Trufflebaby2
negative,Customer Service Issue,Delta,mellamommy
negative,Customer Service Issue,Delta,Trufflebaby2
negative,Customer Service Issue,Delta,Trufflebaby2
negative,Late Flight,Delta,Trufflebaby2
negative,Bad Flight,Delta,Mister_17_5
neutral,,Delta,PaulRivera88
negative,Customer Service Issue,Delta,Analystdoc
negative,Customer Service Issue,Delta,mellamommy
negative,Cancelled Flight,Delta,knfitzpa
negative,Customer Service Issue,Delta,Analystdoc
positive,,Delta,katie654
positive,,Delta,gmggonzalez
neutral,,Delta,gmggonzalez
negative,Customer Service Issue,Delta,gmggonzalez
neutral,,Delta,JetBlueNews
negative,Can't Tell,Delta,techyheads
positive,,Delta,NYC_JaneDoe
negative,Can't Tell,Delta,Nickymkirk
negative,Customer Service Issue,Delta,knfitzpa
negative,Cancelled Flight,Delta,knfitzpa
negative,Flight Attendant Complaints,Delta,brian_cristiano
negative,Late Flight,Delta,Analystdoc
negative,Customer Service Issue,Delta,brian_cristiano
negative,Can't Tell,Delta,Nickymkirk
neutral,,Delta,JetBlueNews
negative,Customer Service Issue,Delta,Analystdoc
negative,Customer Service Issue,Delta,Analystdoc
positive,,Delta,DonnellyVJ
negative,Customer Service Issue,Delta,Nickymkirk
neutral,,Delta,tom_brant
negative,Can't Tell,Delta,Nickymkirk
negative,Can't Tell,Delta,Nickymkirk
negative,Customer Service Issue,Delta,brian_cristiano
positive,,Delta,TriRacer429
negative,Can't Tell,Delta,MerrickRealtor
negative,Bad Flight,Delta,DonnellyVJ
negative,Bad Flight,Delta,brian_cristiano
negative,Can't Tell,Delta,Nickymkirk
negative,Bad Flight,Delta,DonnellyVJ
negative,Flight Booking Problems,Delta,MerrickRealtor
negative,Can't Tell,Delta,brian_cristiano
negative,Bad Flight,Delta,DonnellyVJ
neutral,,Delta,MerrickRealtor
positive,,Delta,StacyCrossB6
neutral,,Delta,DontenPhoto
neutral,,Delta,jonsik1952
positive,,Delta,TSAmedia_RossF
negative,Can't Tell,Delta,44riggins44
negative,Can't Tell,Delta,44riggins44
neutral,,Delta,ProfessorpaUL15
positive,,Delta,kimbetech
negative,Flight Attendant Complaints,Delta,kimbetech
neutral,,Delta,dedemoore89
positive,,Delta,soflalegaljobs
positive,,Delta,kurianbk
neutral,,Delta,kimbetech
negative,Late Flight,Delta,JoanIngerman
negative,Late Flight,Delta,JoanIngerman
neutral,,Delta,brandongutman
positive,,Delta,carleycalla
positive,,Delta,reenapilgrim
positive,,Delta,TSAmedia_RossF
positive,,Delta,mrsmjem
negative,Late Flight,Delta,bioldame491
negative,Late Flight,Delta,luisauraalvarez
negative,Can't Tell,Delta,luisauraalvarez
neutral,,Delta,ejz71
negative,Late Flight,Delta,bioldame491
positive,,Delta,JetBlueNews
negative,Customer Service Issue,Delta,ProfessorpaUL15
neutral,,Delta,heatherdopson
negative,Customer Service Issue,Delta,ThePRCloset
negative,Lost Luggage,Delta,edgarsantana
positive,,Delta,Lynnche324
neutral,,Delta,DontenPhoto
positive,,Delta,vincenzolandino
negative,Customer Service Issue,Delta,ThePRCloset
neutral,,Delta,vincenzolandino
neutral,,Delta,CBarrows
negative,Customer Service Issue,Delta,ThePRCloset
neutral,,Delta,bmk266
neutral,,Delta,CBarrows
positive,,Delta,vincenzolandino
negative,Late Flight,Delta,Tubulus
neutral,,Delta,RuizRichard
negative,Lost Luggage,Delta,edgarsantana
negative,Customer Service Issue,Delta,bmk266
neutral,,Delta,JetBlueNews
neutral,,Delta,HAbbott4
positive,,Delta,thereal_SNL
neutral,,Delta,ChicDisheveled
positive,,Delta,vincenzolandino
negative,Customer Service Issue,Delta,carleycalla
neutral,,Delta,HAbbott4
neutral,,Delta,thereal_SNL
neutral,,Delta,vincenzolandino
neutral,,Delta,JetBlueNews
neutral,,Delta,vincenzolandino
positive,,Delta,gigiri27
negative,Customer Service Issue,Delta,phil0616
neutral,,Delta,stephyilmaz
positive,,Delta,janj757
neutral,,Delta,aronschoenfeld
positive,,Delta,SOBtweets
positive,,Delta,CinziannaP
positive,,Delta,Cinnabon
negative,Can't Tell,Delta,phil0616
negative,Late Flight,Delta,stephyilmaz
negative,Customer Service Issue,Delta,billykaos
neutral,,Delta,fromtheleftseat
neutral,,Delta,jprfilms_jpr
neutral,,Delta,janj757
neutral,,Delta,JetBlueNews
neutral,,Delta,orchid8
positive,,Delta,FoppishDork
positive,,Delta,gczark
neutral,,Delta,ToriThatMexican
neutral,,Delta,ToriThatMexican
neutral,,Delta,cbousquet12
neutral,,Delta,papo353
positive,,Delta,HUSKIE25
neutral,,Delta,EveryDayCrohns
neutral,,Delta,JetBlueNews
positive,,Delta,somekidnamedjon
neutral,,Delta,rnlewisjr
negative,Can't Tell,Delta,travelingranger
positive,,Delta,aidan_larson
negative,Can't Tell,Delta,travelingranger
positive,,Delta,LyndsaySignor
negative,Can't Tell,Delta,ShiraJudah
negative,Damaged Luggage,Delta,ShiraJudah
negative,Damaged Luggage,Delta,ShiraJudah
negative,Can't Tell,Delta,travelingranger
neutral,,Delta,LyndsaySignor
negative,Late Flight,Delta,LyndsaySignor
positive,,Delta,shawnaldridge
neutral,,Delta,JetBlueNews
neutral,,Delta,shawnaldridge
neutral,,Delta,mtmridesbikes
